trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
200,False,"{'a': 0.5, 'e': 0.7074275361411481}",20,0,-33.28342821704075,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.7046341624312575}",35,0,-85.33148184681535,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.7018298255849245}",20,0,-141.32166054959168,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
203,False,"{'a': 0.5, 'e': 0.6990145692337654}",20,0,-94.7720556957916,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.696188437179289}",30,16,-34.08029083925797,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.693351473392215}",30,0,-95.38366209173954,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.6905037220117902}",30,0,-133.27097816074294,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
207,False,"{'a': 0.5, 'e': 0.6876452273451014}",25,0,-47.209132535611054,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.6847760338663857}",20,0,-53.95041412494532,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
209,False,"{'a': 0.5, 'e': 0.6818961862163396}",30,0,-176.61161869662456,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
210,False,"{'a': 0.5, 'e': 0.6790057292014234}",25,0,-103.50191163785107,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
211,False,"{'a': 0.5, 'e': 0.6761047077931648}",25,0,-77.69530384766978,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.6731931671274586}",20,0,-37.2042234341594,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.6702711525038648}",20,0,-32.466418565764435,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.6673387093849039}",25,0,-108.51808230697543,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
215,False,"{'a': 0.5, 'e': 0.6643958833953495}",20,0,-25.7750121065947,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.661442720321518}",25,9,-9.6573629087523,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.658479266110557}",20,0,-55.45840499606282,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.6555055668697294}",20,0,-19.04687628550906,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.6525216688656974}",20,0,-163.82299458910003,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",1
220,False,"{'a': 0.5, 'e': 0.6495276185238016}",25,14,-5.273246666224211,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.6465234624273387}",25,13,11.211543701045105,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.6435092473168372}",30,0,-127.24136890032337,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.6404850200893303}",35,6,-73.44433231771617,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.6374508277976254}",30,0,-77.88634867249003,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.6344067176495731}",20,0,-82.55240314596676,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.6313527370073317}",25,7,-31.429434137434054,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.6282889333866312}",25,6,-56.844490467534946,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.6252153544560332}",35,13,-112.15008786486842,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 2}",1
229,False,"{'a': 0.5, 'e': 0.62213204803619}",30,0,-72.46904534653602,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
